lat,lon,segment,CODPRGARCOFERMATA
45.50598721324493,12.261077213281112,4799.0,210.0
45.50611928691891,12.261139381624808,4799.0,210.0
45.50611928691891,12.261139381624808,4800.0,210.0
45.50631025746076,12.261238366701198,4800.0,210.0
45.50631025746076,12.261238366701198,4801.0,210.0
45.506525346106805,12.261334394185818,4801.0,210.0
45.506525346106805,12.261334394185818,4802.0,210.0
45.50666932270665,12.261386370568014,4802.0,210.0
45.50666932270665,12.261386370568014,4803.0,210.0
45.50673933213234,12.26141230847603,4803.0,210.0
45.50673933213234,12.26141230847603,4804.0,210.0
45.50684237907541,12.261441308514312,4804.0,210.0
45.50684237907541,12.261441308514312,4805.0,210.0
45.50699233127727,12.261498367575681,4805.0,210.0
45.50699233127727,12.261498367575681,4806.0,210.0
45.507164296027874,12.261566300840483,4806.0,210.0
45.507164296027874,12.261566300840483,4807.0,210.0
45.50743330271048,12.26164342953341,4807.0,210.0
45.50743330271048,12.26164342953341,4808.0,210.0
45.50760924547974,12.261729644357038,4808.0,210.0
45.50760924547974,12.261729644357038,4809.0,210.0
45.50805922391354,12.261946921325128,4809.0,210.0
45.50805922391354,12.261946921325128,4810.0,210.0
45.508222206756464,12.26204250228959,4810.0,210.0
45.508222206756464,12.26204250228959,4811.0,210.0
45.508368771142464,12.262148784196947,4811.0,210.0
45.508368771142464,12.262148784196947,4812.0,210.0
45.50845575287924,12.26221705578501,4812.0,210.0
45.50845575287924,12.26221705578501,4813.0,210.0
45.50862302419627,12.262304308923257,4813.0,210.0
45.50862302419627,12.262304308923257,4814.0,210.0
45.508768098746565,12.262390278938245,4814.0,210.0
45.508768098746565,12.262390278938245,4815.0,210.0
45.50896434165372,12.26246538239397,4815.0,210.0
45.50896434165372,12.26246538239397,4816.0,210.0
45.50928298556619,12.262644989924233,4816.0,210.0
45.509178997519086,12.262522988222612,4903.0,212.0
45.508768098746565,12.262390278938245,4903.0,212.0
45.508768098746565,12.262390278938245,4904.0,212.0
45.50862302419627,12.262304308923257,4904.0,212.0
45.50862302419627,12.262304308923257,4905.0,212.0
45.50845575287924,12.26221705578501,4905.0,212.0
45.50845575287924,12.26221705578501,4906.0,212.0
45.508368771142464,12.262148784196947,4906.0,212.0
45.508368771142464,12.262148784196947,4907.0,212.0
45.508222206756464,12.26204250228959,4907.0,212.0
45.508222206756464,12.26204250228959,4908.0,212.0
45.50805922391354,12.261946921325128,4908.0,212.0
45.50805922391354,12.261946921325128,4909.0,212.0
45.50760924547974,12.261729644357038,4909.0,212.0
45.50760924547974,12.261729644357038,4910.0,212.0
45.50743330271048,12.26164342953341,4910.0,212.0
45.50743330271048,12.26164342953341,4911.0,212.0
45.507164296027874,12.261566300840483,4911.0,212.0
45.507164296027874,12.261566300840483,4912.0,212.0
45.50699233127727,12.261498367575681,4912.0,212.0
45.50699233127727,12.261498367575681,4913.0,212.0
45.50684237907541,12.261441308514312,4913.0,212.0
45.50684237907541,12.261441308514312,4914.0,212.0
45.50673933213234,12.26141230847603,4914.0,212.0
45.50673933213234,12.26141230847603,4915.0,212.0
45.50666932270665,12.261386370568014,4915.0,212.0
45.50666932270665,12.261386370568014,4916.0,212.0
45.506525346106805,12.261334394185818,4916.0,212.0
45.506525346106805,12.261334394185818,4917.0,212.0
45.50631025746076,12.261238366701198,4917.0,212.0
45.50631025746076,12.261238366701198,4918.0,212.0
45.50611928691891,12.261139381624808,4918.0,212.0
45.50611928691891,12.261139381624808,4919.0,212.0
45.50599335474995,12.261073343808567,4919.0,212.0
45.50599335474995,12.261073343808567,4920.0,212.0
45.50589429377497,12.261021404847098,4920.0,212.0
45.50589429377497,12.261021404847098,4921.0,212.0
45.505704275661614,12.26091428350485,4921.0,212.0
45.505704275661614,12.26091428350485,4922.0,212.0
45.505635449512454,12.260758737666984,4922.0,212.0
45.5029920178526,12.277579995812989,5672.0,232.0
45.503004182391706,12.27750120986673,5672.0,232.0
45.503004182391706,12.27750120986673,5673.0,232.0
45.50301932586444,12.27756314905515,5673.0,232.0
45.50301932586444,12.27756314905515,5674.0,232.0
45.50304026082426,12.277630288989949,5674.0,232.0
45.50304026082426,12.277630288989949,5675.0,232.0
45.50309326181375,12.277803233897192,5675.0,232.0
45.50309326181375,12.277803233897192,5676.0,232.0
45.50315623708825,12.277989303364066,5676.0,232.0
45.50315623708825,12.277989303364066,5677.0,232.0
45.50319722300331,12.27810420339447,5677.0,232.0
45.50319722300331,12.27810420339447,5678.0,232.0
45.503386283207824,12.278626324605158,5678.0,232.0
45.503386283207824,12.278626324605158,5679.0,232.0
45.50345529437372,12.278815306909731,5679.0,232.0
45.50345529437372,12.278815306909731,5680.0,232.0
45.50353520699675,12.279035261264578,5680.0,232.0
45.50353520699675,12.279035261264578,5681.0,232.0
45.50364930474174,12.279384315889288,5681.0,232.0
45.50364930474174,12.279384315889288,5682.0,232.0
45.50381125028191,12.279797341708399,5682.0,232.0
45.50381125028191,12.279797341708399,5683.0,232.0
45.50391529892423,12.280029326802566,5683.0,232.0
45.50391529892423,12.280029326802566,5684.0,232.0
45.50397024708889,12.28025026549578,5684.0,232.0
45.50397024708889,12.28025026549578,5685.0,232.0
45.50402534147368,12.280472365213102,5685.0,232.0
45.50402534147368,12.280472365213102,5686.0,232.0
45.5041322931258,12.280894488021305,5686.0,232.0
45.5041322931258,12.280894488021305,5687.0,232.0
45.50427331664575,12.281374406489913,5687.0,232.0
45.50427331664575,12.281374406489913,5688.0,232.0
45.50429727084555,12.281455422073654,5688.0,232.0
45.50429727084555,12.281455422073654,5689.0,232.0
45.50436623614506,12.28168652375601,5689.0,232.0
45.50436623614506,12.28168652375601,5690.0,232.0
45.50439832410666,12.281791438653865,5690.0,232.0
45.50439832410666,12.281791438653865,5691.0,232.0
45.50443633698276,12.281934461457482,5691.0,232.0
45.50443633698276,12.281934461457482,5692.0,232.0
45.504478714652215,12.282104108577748,5692.0,232.0
45.504478714652215,12.282104108577748,5693.0,232.0
45.50435603978062,12.281893947672225,5693.0,232.0
45.50305942893897,12.277483169792712,5694.0,233.0
45.5029493064037,12.277246231976198,5694.0,233.0
45.5029493064037,12.277246231976198,5695.0,233.0
45.50293862066509,12.277207721174157,5695.0,233.0
45.50293862066509,12.277207721174157,5696.0,233.0
45.502786227761774,12.276659192828374,5696.0,233.0
45.502786227761774,12.276659192828374,5697.0,233.0
45.50269829579357,12.276295155681083,5697.0,233.0
45.50269829579357,12.276295155681083,5698.0,233.0
45.50266523338742,12.276089193362312,5698.0,233.0
45.50266523338742,12.276089193362312,5699.0,233.0
45.50264426870135,12.275954081253381,5699.0,233.0
45.50264426870135,12.275954081253381,5700.0,233.0
45.502616291304534,12.275737149980825,5700.0,233.0
45.502616291304534,12.275737149980825,5701.0,233.0
45.502575226280165,12.27553712404429,5701.0,233.0
45.502575226280165,12.27553712404429,5702.0,233.0
45.50256723432641,12.275414157993172,5702.0,233.0
45.50256723432641,12.275414157993172,5703.0,233.0
45.50256327504966,12.27532317164421,5703.0,233.0
45.50256327504966,12.27532317164421,5704.0,233.0
45.502539056056115,12.275100698873013,5704.0,233.0
45.502539056056115,12.275100698873013,5705.0,233.0
45.5025083076057,12.27481717236478,5705.0,233.0
45.5025083076057,12.27481717236478,5706.0,233.0
45.502523952550376,12.274626454996563,5706.0,233.0
45.50247772236403,12.274712992282229,5707.0,234.0
45.5025083076057,12.27481717236478,5707.0,234.0
45.5025083076057,12.27481717236478,5708.0,234.0
45.502539056056115,12.275100698873013,5708.0,234.0
45.502539056056115,12.275100698873013,5709.0,234.0
45.50256327504966,12.27532317164421,5709.0,234.0
45.50256327504966,12.27532317164421,5710.0,234.0
